Date,Open,High,Low,Close,Volume,G,U,V,AG,AL
2026-01-02,70.55599975585938,73.58999633789062,70.55599975585938,71.375,602,,,,,
2026-01-05,76.16400146484375,76.81999969482422,73.90499877929688,74.17500305175781,883,2.8000030517578125,2.8000030517578125,-0.0,,
2026-01-06,80.52999877929688,80.8550033569336,75.93000030517578,75.93000030517578,580,1.7549972534179688,1.7549972534179688,-0.0,,
2026-01-07,77.13500213623047,80.9000015258789,75.875,80.9000015258789,2093,4.970001220703125,4.970001220703125,-0.0,,
2026-01-08,74.71600341796875,76.56999969482422,73.16500091552734,76.56999969482422,1447,-4.3300018310546875,0.0,4.3300018310546875,,
2026-01-09,78.88400268554688,79.9749984741211,76.69999694824219,76.69999694824219,254,0.1299972534179687,0.1299972534179687,-0.0,,
2026-01-12,84.61000061035156,85.82499694824219,82.0,82.0,575,5.3000030517578125,5.3000030517578125,-0.0,,
2026-01-13,85.87699890136719,88.61000061035156,84.58999633789062,84.90499877929688,341,2.904998779296875,2.904998779296875,-0.0,,
2026-01-14,90.86900329589844,93.0,88.70500183105469,89.3499984741211,470,4.444999694824219,4.444999694824219,-0.0,,
2026-01-15,91.8759994506836,92.41999816894533,86.12999725341797,90.8249969482422,390,1.474998474121108,1.474998474121108,-0.0,,
2026-01-16,88.09100341796875,90.9250030517578,86.19499969482422,90.44000244140624,685,-0.3849945068359659,0.0,0.3849945068359659,,
2026-01-20,94.20600128173828,94.98999786376952,92.05999755859376,92.31999969482422,543,1.879997253417983,1.879997253417983,-0.0,,
2026-01-21,92.20999908447266,94.52999877929688,91.58999633789062,93.88500213623048,231,1.5650024414062642,1.5650024414062642,-0.0,,
2026-01-22,95.97599792480467,95.9800033569336,92.4800033569336,92.83499908447266,548,-1.0500030517578267,0.0,1.0500030517578267,,
2026-01-23,100.9250030517578,102.9250030517578,97.7300033569336,98.2699966430664,283,5.43499755859375,5.43499755859375,-0.0,2.3328568594796346,0.41178567068917715
2026-01-26,115.08000183105467,117.19499969482422,103.22000122070312,105.04499816894533,537,6.7750015258789205,6.7750015258789205,-0.0,2.616785321916857,0.41178567068917715
2026-01-27,105.52300262451172,110.5199966430664,103.0999984741211,104.4000015258789,131,-0.6449966430664205,0.0,0.6449966430664205,2.4914283752441446,0.4578568594796358
2026-01-28,113.11100006103516,114.5749969482422,112.73500061035156,114.5749969482422,1436,10.174995422363295,10.174995422363295,-0.0,2.8632136753627284,0.4578568594796358
2026-01-29,114.03700256347656,121.3000030517578,107.97000122070312,116.88999938964844,1261,2.315002441406236,2.315002441406236,-0.0,3.028570992606031,0.14857101440430093
2026-01-30,78.29000091552734,117.79000091552734,76.0250015258789,116.86499786376952,841,-0.0250015258789204,0.0,0.0250015258789204,3.0192854745047475,0.15035683768136668
2026-02-02,76.77799987792969,84.38999938964844,73.36000061035156,81.0,388,-35.86499786376952,0.0,35.86499786376952,2.6407138279506177,2.7121423993791893
2026-02-03,83.04199981689453,88.19499969482422,80.0,80.125,840,-0.875,0.0,0.875,2.4332139151436984,2.7746423993791893
2026-02-04,84.16500091552734,90.9749984741211,83.625,87.11000061035156,158,6.9850006103515625,6.9850006103515625,-0.0,2.61464255196708,2.7746423993791893
2026-02-05,76.52899932861328,88.44000244140625,71.08000183105469,88.44000244140625,422,1.3300018310546875,1.3300018310546875,-0.0,2.604285648890907,2.7746423993791893
2026-02-06,76.73500061035156,77.31999969482422,68.70999908447266,70.40499877929688,118,-18.035003662109375,0.0,18.035003662109375,2.604285648890907,4.035357339041576
2026-02-09,82.06500244140625,82.06500244140625,79.9800033569336,80.50499725341797,443,10.099998474121094,10.099998474121094,-0.0,3.1914285932268434,4.035357339041576
2026-02-10,80.21800231933594,81.67500305175781,79.83999633789062,81.67500305175781,112,1.1700057983398438,1.1700057983398438,-0.0,3.163214547293528,4.035357339041576
2026-02-11,83.75399780273438,84.47000122070312,80.98500061035156,80.99500274658203,11,-0.6800003051757812,0.0,0.6800003051757812,3.163214547293528,4.008928571428572
2026-02-12,75.5459976196289,82.69499969482422,75.5459976196289,82.68499755859375,78,1.6899948120117188,1.6899948120117188,-0.0,2.895714351109097,4.008928571428572
2026-02-13,77.85099792480469,78.47000122070312,74.83000183105469,75.11000061035156,63,-7.5749969482421875,0.0,7.5749969482421875,2.411785670689174,4.5499997820173
2026-02-17,73.4469985961914,75.3499984741211,72.0,75.3499984741211,61,0.2399978637695312,0.2399978637695312,-0.0,2.4289283752441406,4.503928593226841
2026-02-18,77.50900268554688,77.50900268554688,75.69999694824219,75.69999694824219,18,0.3499984741210937,0.3499984741210937,-0.0,1.7271428789411263,4.503928593226841
2026-02-19,77.56500244140625,78.94000244140625,76.94000244140625,76.94000244140625,208,1.2400054931640625,1.2400054931640625,-0.0,1.650357382638114,4.503928593226841
2026-02-20,82.28299713134766,84.41500091552734,80.45999908447266,80.45999908447266,30,3.5199966430664062,3.5199966430664062,-0.0,1.9017857142857142,4.502142769949776
2026-02-23,86.52300262451172,87.91500091552734,86.49500274658203,86.49500274658203,41,6.035003662109375,6.035003662109375,-0.0,2.332857404436384,1.9403572082519531
2026-02-24,87.45700073242188,87.45700073242188,86.29000091552734,86.29000091552734,268,-0.2050018310546875,0.0,0.2050018310546875,2.332857404436384,1.8925001961844308
2026-02-25,90.93900299072266,90.93900299072266,90.93900299072266,90.93900299072266,36156,4.6490020751953125,4.6490020751953125,-0.0,2.1660003662109375,1.8925001961844308
2026-02-26,86.99800109863281,90.25499725341795,84.9800033569336,88.92500305175781,6626,-2.013999938964844,0.0,2.013999938964844,2.071000235421317,2.0363573346819197
2026-02-27,92.68199920654295,93.87999725341795,87.81999969482422,88.06500244140625,1134,-0.8600006103515625,0.0,0.8600006103515625,2.071000235421317,0.8095714024135044
2026-03-02,88.28399658203125,95.86000061035156,86.22000122070312,95.86000061035156,1338,7.794998168945312,7.794998168945312,-0.0,1.9063573564801897,0.8095714024135044
2026-03-03,82.9229965209961,90.8000030517578,79.0,89.58999633789062,1600,-6.2700042724609375,0.0,6.2700042724609375,1.8227855137416296,1.2574288504464286
